Groupe,Type,Unité,Famille de substances,Aluminium,Antimoine,Argent,Arsenic,Baryum,Cadmium,Calcium,Chromium,Cobalt,Cuivre,Etain,Fer,Gallium,Germanium,Lithium,Magnésium,Manganese,Mercure,Molybdène,Nickel,Plomb,Potassium,Selenium,Sodium,Strontium,Tellure,Vanadium,Zinc
Plats composés,N,µg/g,Contaminants inorg et minéraux,3.05,0.001895,0.042,0.0119,2.341,0.01655,679.5,0.244,0.01291,1.6095,0.0159249999999999,16.975,0.001,0.0015,0.01745,556.5,7.34,0.005,0.2905,0.2575,0.01026,3820.0,0.05,3013.5,3.0545,0.0015,0.02,7.535
Plats composés,R,µg/g,Contaminants inorg et minéraux,2.72591174242424,0.0016315,0.101890757575757,0.0513141287878787,0.338188257575757,0.012957043560606,414.870643939394,0.238579166666666,0.01058275,1.03990795454545,0.128080874999999,9.02515151515151,0.00101704545454545,0.00331544696969696,0.0181103749999999,260.087121212121,1.47856420454545,0.00557386363636363,0.118776742424242,0.129616515151515,0.00880904924242424,2576.57196969696,0.0502840909090909,3904.83143939393,1.26092443181818,0.00206104166666666,0.0467555681818181,14.1161136363636
Poissons,R,µg/g,Contaminants inorg et minéraux,0.959038194444444,0.00127057638888888,0.0879375,1.42382291666666,0.100529166666666,0.00745665972222222,167.552430555555,0.242236111111111,0.00501767361111111,0.565934027777777,0.0246051736111111,5.68445833333333,0.00101041666666666,0.00326420138888888,0.00920715277777777,397.392361111111,0.330680555555555,0.133554513888888,0.0229625,0.0638465277777777,0.00544482638888888,3805.90277777777,0.245572916666666,3874.46527777777,1.09768055555555,0.00151475694444444,0.0320055555555555,4.13955555555555
Pommes de terre et apparentés,R,µg/g,Contaminants inorg et minéraux,0.776104166666666,0.000890625,0.07586875,0.0118104166666666,0.11534375,0.0214822916666666,176.501041666666,0.148222916666666,0.00880958333333333,0.853333333333333,0.041210625,3.42083333333333,0.001,0.00241375,0.0163620833333333,233.583333333333,1.03422916666666,0.005,0.05181875,0.110925,0.00645270833333333,3814.89583333333,0.05,1097.41458333333,0.420422916666666,0.00127166666666666,0.02113125,2.4924375
Pâtes,N,µg/g,Contaminants inorg et minéraux,2.86999999999999,0.0016575,0.0735,0.010375,0.5285,0.0115,167.75,0.231499999999999,0.001965,2.1925,0.0077575,7.58749999999999,0.001,0.0021425,0.0419999999999999,272.5,2.705,0.005,0.087025,0.0699999999999999,0.004375,528.0,0.0625,1380.0,0.74825,0.0015,0.039575,4.1075
Pâtisseries et gâteaux,N,µg/g,Contaminants inorg et minéraux,5.42611111111111,0.00383055555555555,0.107766666666666,0.0188722222222222,0.455277777777777,0.00851277777777777,453.0,0.324055555555555,0.0165338888888888,1.09133333333333,0.0352972222222222,15.53,0.00105555555555555,0.00254611111111111,0.0104472222222222,261.888888888888,2.03388888888888,0.00555555555555555,0.0827611111111111,0.193888888888888,0.008995,2138.88888888888,0.0527777777777777,2632.22222222222,0.834277777777777,0.00186111111111111,0.0273277777777777,4.69927777777777
Riz et blé dur ou concassé,N,µg/g,Contaminants inorg et minéraux,1.40066666666666,0.00111666666666666,0.056,0.0142833333333333,0.513833333333333,0.00835833333333333,147.366666666666,0.141683333333333,0.00244499999999999,1.89983333333333,0.00408333333333333,5.94366666666666,0.001,0.002,0.0395333333333333,269.166666666666,3.76333333333333,0.005,0.0951333333333333,0.0559166666666666,0.00375,957.5,0.05,1139.83333333333,0.5215,0.00133333333333333,0.0524,4.495
"Sandwiches, casse-croûte",R,µg/g,Contaminants inorg et minéraux,2.09090512820512,0.00102429910714285,0.0618977678571428,0.032365625,0.379700892857142,0.0101363839285714,501.816964285714,0.302392857142857,0.0117189732142857,0.881258928571428,0.0214914732142857,10.6576785714285,0.001,0.002695,0.01132875,297.040178571428,2.815,0.0056125,0.0939357142857142,0.0993683035714285,0.00800852678571428,2455.60714285714,0.0515625,5928.39285714285,0.716549107142857,0.00131785714285714,0.0543754464285714,16.8898214285714
Soupes et bouillons,N,µg/g,Contaminants inorg et minéraux,0.636,0.00075,0.0525,0.01055,0.112,0.0069875,157.75,0.049125,0.004005,0.203,0.002585,1.7725,0.001,0.0015,0.005275,105.2,0.5305,0.005,0.0442,0.046375,0.005375,1612.5,0.05,3230.0,0.5145,0.00125,0.02,0.984499999999999
Soupes et bouillons,R,µg/g,Contaminants inorg et minéraux,0.94240625,0.00113371875,0.0706875,0.01399375,0.19306875,0.0048678125,122.26875,0.080303125,0.00272,0.665,0.0176465625,1.63859374999999,0.001,0.001734375,0.0404875,86.009375,0.626375,0.005,0.03084375,0.06778125,0.007254375,912.78125,0.05,2693.0625,0.5655625,0.001125,0.030796875,1.07353125
Sucres et dérivés,N,µg/g,Contaminants inorg et minéraux,1.659,0.0089325,0.1195,0.0172125,0.304,0.01101125,119.325,0.207324999999999,0.00688875,0.273974999999999,0.6659,2.786625,0.001,0.00311499999999999,0.00493125,83.34125,1.1878125,0.005,0.0726625,0.105475,0.00885,667.625,0.05,176.4375,0.3909625,0.001875,0.0271625,0.820125
Ultra-frais laitier,R,µg/g,Contaminants inorg et minéraux,0.818591666666666,0.000770108333333333,0.0636683333333333,0.0138995,0.109371083333333,0.00184971583333333,1080.37583333333,0.153850333333333,0.00424046666666666,0.0980560833333333,0.05746225,0.581656666666666,0.001,0.001952625,0.00525000833333333,129.900416666666,0.154885583333333,0.005275,0.0524148333333333,0.0801688333333333,0.00762899166666666,1735.125,0.0506666666666666,474.966666666666,0.382096666666666,0.0012536,0.0211513333333333,3.753175
Viande,R,µg/g,Contaminants inorg et minéraux,0.72446875,0.001516203125,0.081065625,0.01981296875,0.0972453125,0.001344953125,164.653125,0.30378125,0.00493546875,0.811890625,0.06867953125,13.73296875,0.001015625,0.00351562499999999,0.00385,309.234375,0.107896875,0.005,0.0179984375,0.0630796875,0.009270625,3946.40625,0.05234375,807.140625,0.1441765625,0.00187515625,0.0213625,35.534375
Viennoiserie,N,µg/g,Contaminants inorg et minéraux,3.445,0.00191666666666666,0.059,0.0230666666666666,0.6285,0.0137133333333333,381.0,0.400666666666666,0.0187216666666666,1.09183333333333,0.0119333333333333,15.7366666666666,0.00116666666666666,0.0025,0.00633666666666666,290.166666666666,3.64166666666666,0.00583333333333333,0.100816666666666,0.146049999999999,0.0105183333333333,1976.66666666666,0.05,5206.66666666666,0.6645,0.0015,0.0849833333333333,6.09
Volaille et gibier,R,µg/g,Contaminants inorg et minéraux,0.82484375,0.00083515625,0.082821875,0.0168171875,0.078265625,0.001257171875,115.84375,0.269921875,0.0049790625,1.38059375,0.01198109375,14.159625,0.001015625,0.00272109375,0.0025609375,410.046875,0.201228125,0.005078125,0.039234375,0.05269375,0.005535,4311.37578125,0.0663125,1246.453125,0.0894374999999999,0.00163875,0.020596875,20.36640625
