Famille de substances,Groupe,Aliment,Type,Unité,Nom Substance,Substance,LB,UB,MB
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,barquette à la pulpe de fruit,N,µg/g,Sodium,Na,3322.5,3322.5,3322.5
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,barquette à la pulpe de fruit,N,µg/g,Nickel,Ni,0.22815,0.22815,0.22815
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,barquette à la pulpe de fruit,N,µg/g,Plomb,Pb,0.01745,0.01745,0.01745
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,barquette à la pulpe de fruit,N,µg/g,Antimoine,Sb,0.002525,0.002525,0.002525
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,barquette à la pulpe de fruit,N,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,barquette à la pulpe de fruit,N,µg/g,Etain,Sn,0.015349999999999999,0.015349999999999999,0.0146
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,barquette à la pulpe de fruit,N,µg/g,Strontium,Sr,1.8915,1.8915,1.8915
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,barquette à la pulpe de fruit,N,µg/g,Tellure,Te,0.002005,0.002505,0.002255
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,barquette à la pulpe de fruit,N,µg/g,Vanadium,V,0.029949999999999997,0.029949999999999997,0.02495
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,barquette à la pulpe de fruit,N,µg/g,Zinc,Zn,6.075,6.075,6.075
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Argent,Ag,0.1395,0.1605,0.15000000000000002
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Aluminium,Al,2.815,2.815,2.815
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Arsenic,As,0.0342,0.0342,0.0342
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Baryum,Ba,0.556,0.556,0.556
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Calcium,Ca,558.5,558.5,558.5
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Cadmium,Cd,0.02725,0.02725,0.02725
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Cobalt,Co,0.009865,0.009865,0.009865
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Chromium,Cr,0.334,0.334,0.334
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Cuivre,Cu,0.9530000000000001,0.9530000000000001,0.9530000000000001
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Fer,Fe,8.835,8.835,8.835
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Germanium,Ge,0.0015,0.0022500000000000003,0.0011250000000000001
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Potassium,K,3900.0,3900.0,3900.0
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Lithium,Li,0.0123,0.0123,0.0123
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Magnésium,Mg,455.0,455.0,455.0
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Manganese,Mn,2.665,2.665,2.665
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Molybdène,Mo,0.2595,0.2595,0.2595
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Sodium,Na,7810.0,7810.0,7810.0
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Nickel,Ni,0.10164999999999999,0.10164999999999999,0.10164999999999999
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Plomb,Pb,0.008834999999999999,0.008834999999999999,0.008834999999999999
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Antimoine,Sb,0.00187,0.00187,0.00162
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Etain,Sn,0.014105,0.014105,0.014105
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Strontium,Sr,0.8755,0.8755,0.8755
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Tellure,Te,0.002,0.002,0.001
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Vanadium,V,0.05135,0.05135,0.05135
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit apéritif,N,µg/g,Zinc,Zn,6.029999999999999,6.029999999999999,6.029999999999999
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Argent,Ag,0.042,0.063,0.0315
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Aluminium,Al,2.575,2.575,2.575
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Arsenic,As,0.0235,0.0235,0.0235
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Baryum,Ba,0.3745,0.3745,0.3745
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Calcium,Ca,249.0,249.0,249.0
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Cadmium,Cd,0.0131,0.0131,0.0131
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Cobalt,Co,0.003005,0.003505,0.003255
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Chromium,Cr,0.337,0.337,0.337
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Cuivre,Cu,0.6875,0.6875,0.6875
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Fer,Fe,7.975,7.975,7.975
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Germanium,Ge,0.003,0.003,0.0015
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Potassium,K,1480.0,1480.0,1480.0
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Lithium,Li,0.00574,0.00574,0.00574
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Magnésium,Mg,209.5,209.5,209.5
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Manganese,Mn,3.64,3.64,3.64
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Molybdène,Mo,0.11255000000000001,0.11255000000000001,0.11255000000000001
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Sodium,Na,3610.0,3610.0,3610.0
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Nickel,Ni,0.063,0.07625,0.069625
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Plomb,Pb,0.00585,0.00585,0.0046
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Antimoine,Sb,0.00166,0.00166,0.00141
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Etain,Sn,0.007045000000000001,0.007045000000000001,0.007045000000000001
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Strontium,Sr,0.30400000000000005,0.30400000000000005,0.30400000000000005
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Tellure,Te,0.002,0.002,0.001
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Vanadium,V,0.0308,0.0308,0.0258
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec,N,µg/g,Zinc,Zn,3.61,3.61,3.61
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Argent,Ag,0.132,0.153,0.14250000000000002
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Aluminium,Al,8.515,8.515,8.515
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Arsenic,As,0.0299,0.0299,0.0299
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Baryum,Ba,1.017,1.017,1.017
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Calcium,Ca,368.5,368.5,368.5
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Cadmium,Cd,0.02355,0.02355,0.02355
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Cobalt,Co,0.0534,0.0534,0.0534
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Chromium,Cr,0.4195,0.4195,0.4195
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Cuivre,Cu,2.74,2.74,2.74
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Fer,Fe,22.005,22.005,22.005
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Germanium,Ge,0.004005,0.004005,0.004005
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Mercure,Hg,0.005,0.0075,0.00375
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Potassium,K,2835.0,2835.0,2835.0
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Lithium,Li,0.009565,0.009565,0.009565
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Magnésium,Mg,648.5,648.5,648.5
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Manganese,Mn,5.875,5.875,5.875
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Molybdène,Mo,0.14,0.14,0.14
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Sodium,Na,2510.0,2510.0,2510.0
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Nickel,Ni,0.5845,0.5845,0.5845
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Plomb,Pb,0.01715,0.01715,0.01715
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Antimoine,Sb,0.00369,0.00369,0.00369
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Etain,Sn,0.0124,0.0124,0.0124
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Strontium,Sr,1.165,1.165,1.165
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Tellure,Te,0.0026449999999999998,0.0026449999999999998,0.0026449999999999998
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Vanadium,V,0.05395,0.05395,0.05395
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,biscuit sec au chocolat,N,µg/g,Zinc,Zn,7.08,7.08,7.08
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Argent,Ag,0.073975,0.089725,0.07135
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Aluminium,Al,1.8331875,1.8774374999999999,1.8553125
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Arsenic,As,0.022381250000000002,0.02300625,0.02238125
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Baryum,Ba,0.2845,0.2845,0.2845
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Calcium,Ca,241.8125,241.8125,241.8125
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Cadmium,Cd,0.06500625,0.06500625,0.06500625
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Cobalt,Co,0.024159375,0.024159375,0.024159375
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Chromium,Cr,0.2915625,0.2915625,0.2915625
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Cuivre,Cu,2.1037500000000002,2.1037500000000002,2.1037500000000002
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Fer,Fe,10.675625,10.675625,10.675625
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Gallium,Ga,0.000125,0.0010625,0.00053125
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Germanium,Ge,0.0022975,0.00276625,0.001781875
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Potassium,K,13032.5,13032.5,13032.5
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Lithium,Li,0.01547375,0.01547375,0.01547375
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Magnésium,Mg,764.1875,764.1875,764.1875
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Manganese,Mn,3.280625,3.280625,3.280625
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Molybdène,Mo,0.158,0.158,0.158
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Sodium,Na,6179.375,6179.375,6179.375
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Nickel,Ni,0.15721875,0.15721875,0.15721875
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Plomb,Pb,0.00485875,0.0053275,0.003530625
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Antimoine,Sb,0.00083125,0.0009875,0.000721875
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Etain,Sn,0.020313750000000002,0.020595000000000002,0.020454375
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Strontium,Sr,5.580625,5.580625,5.580625
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Tellure,Te,0.0016256250000000001,0.002063125,0.0015943749999999999
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Vanadium,V,0.04273125,0.04273125,0.04148125
Contaminants inorg et minéraux,Biscuits sucrés ou salés et barres,pomme de terre chips salées,R,µg/g,Zinc,Zn,8.029375,8.029375,8.029375
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Argent,Ag,0.042,0.063,0.0315
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Aluminium,Al,0.472,0.472,0.236
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Arsenic,As,0.01,0.01,0.005
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Baryum,Ba,0.0486,0.0711,0.05985
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Calcium,Ca,49.400000000000006,49.400000000000006,49.400000000000006
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Cadmium,Cd,0.0005,0.00075,0.000375
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Cobalt,Co,0.0,0.001,0.0005
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Chromium,Cr,0.05335,0.05335,0.05335
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Cuivre,Cu,0.04005,0.04005,0.04005
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Fer,Fe,0.172,0.172,0.172
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Germanium,Ge,0.0,0.0015,0.00075
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Potassium,K,542.0,542.0,542.0
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Lithium,Li,0.0060750000000000005,0.0060750000000000005,0.0060750000000000005
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Magnésium,Mg,94.15,94.15,94.15
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Manganese,Mn,0.112,0.112,0.112
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Molybdène,Mo,0.01355,0.01355,0.01355
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Sodium,Na,21.25,21.25,21.25
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Nickel,Ni,0.0,0.0265,0.01325
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Plomb,Pb,0.005,0.005,0.0025
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Antimoine,Sb,0.0,0.0005,0.00025
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Etain,Sn,0.00458,0.00458,0.00383
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Strontium,Sr,0.074,0.07725,0.075625
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Tellure,Te,0.001,0.0015,0.00075
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Vanadium,V,0.07869999999999999,0.07869999999999999,0.07869999999999999
Contaminants inorg et minéraux,Boissons alcoolisées,bière,N,µg/g,Zinc,Zn,0.05,0.07500000000000001,0.037500000000000006
Contaminants inorg et minéraux,Boissons alcoolisées,champagne,N,µg/g,Argent,Ag,0.149,0.16999999999999998,0.1595
Contaminants inorg et minéraux,Boissons alcoolisées,champagne,N,µg/g,Aluminium,Al,0.6965,0.6965,0.5785
Contaminants inorg et minéraux,Boissons alcoolisées,champagne,N,µg/g,Arsenic,As,0.0056,0.0081,0.00685
Contaminants inorg et minéraux,Boissons alcoolisées,champagne,N,µg/g,Baryum,Ba,0.0,0.045,0.0225
